xmin,ymin,xmax,ymax,confidence,class
149,130,157,138,1.0,Named from nearby crater.
341,81,349,89,1.0,Hawaiian female first name.
347,159,355,167,1.0,Named from nearby crater.
363,166,371,174,1.0,Named from nearby crater.
374,154,382,162,1.0,"Latin for ""straight cliff"" (the straight wall)."
126,87,134,95,1.0,Named from nearby Mountain (Mons Hadley).
356,83,364,91,1.0,Named from nearby crater.
136,99,144,107,1.0,Named from nearby crater.
344,100,352,108,1.0,Named from nearby crater.
342,141,350,149,1.0,Named from nearby crater.
364,167,372,175,1.0,Named from nearby crater.
332,122,340,130,1.0,Named from nearby crater.
175,101,183,109,1.0,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).
346,69,354,77,1.0,Named from nearby crater.
143,97,151,105,1.0,Italian male name.
356,162,364,170,1.0,"William Thomson, Lord Kelvin; Scottish natural philosopher (1824-1907)."
363,51,371,59,1.0,Named from nearby crater.
337,105,345,113,1.0,Named from nearby crater.
127,167,135,175,1.0,"D'Ailly, Pierre; French geographer (1350-1420)."
356,80,364,88,1.0,Named from nearby crater.
150,110,158,118,1.0,Named from nearby crater.
134,147,142,155,1.0,Abdalla Al Mamun; Persian astronomer (786-833).
347,82,355,90,1.0,Named from nearby crater.
376,146,384,154,1.0,"Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100)."
377,143,385,151,1.0,Alfonso X (El Sabio); Spanish astronomer (1221-1284).
378,143,386,151,1.0,Within crater of same name.
356,163,364,171,1.0,Named from nearby promontorium.
303,97,311,105,1.0,"Dinsmore; American astronomer, meteorologist (1888-1968)."
358,94,366,102,1.0,Named from nearby crater.
376,127,384,135,1.0,Named from nearby crater.
167,174,175,182,1.0,Within crater.
149,77,157,85,1.0,Named from nearby crater.
128,113,136,121,1.0,Named from nearby crater.
144,103,152,111,1.0,Named from nearby crater.
364,105,372,113,1.0,Named from nearby crater.
361,88,369,96,1.0,Greek female first name.
357,105,365,113,1.0,Named from nearby crater.
379,88,387,96,1.0,Slavic male name.
276,109,284,117,1.0,Vladimir Andreevich; Soviet rocket scientist (1885-1962).
346,85,354,93,1.0,Named from nearby crater.
356,112,364,120,1.0,Named from nearby crater.
124,126,132,134,1.0,Named from nearby crater.
143,97,151,105,1.0,Japanese female name.
348,161,356,169,1.0,Named from nearby crater.
310,163,318,171,1.0,Named from nearby crater.
135,86,143,94,1.0,Sir Frederick Grant; Canadian doctor; Nobel laureate (1891-1941).
357,95,365,103,1.0,Chinese female name.
344,159,352,167,1.0,Named from nearby crater.
336,145,344,153,1.0,Named from nearby crater.
126,84,134,92,1.0,Named from nearby promontorium.
346,84,354,92,1.0,Named from nearby crater.
132,109,140,117,1.0,Within crater.
210,116,218,124,1.0,Persian male name.
346,153,354,161,1.0,Named for nearby crater.
164,119,172,127,1.0,Fiorino (or Florentino); Argentine paleontologist and anthropologist (1854-1911).
376,86,384,94,1.0,Named from nearby crater.
155,57,163,65,1.0,Within crater.
351,148,359,156,1.0,Within crater.
257,138,265,146,1.0,"Giovanni Battista; Italian astronomer, optician (1786-1863)."
379,136,387,144,1.0,Greek philosopher (unkn.-c. A.D. 517-526).
377,110,385,118,1.0,Named from nearby crater.
171,139,179,147,1.0,Charles Glover; British physicist; Nobel laureate (1877-1944).
374,175,382,183,1.0,William; British astronomer (unkn-1690).
320,59,328,67,1.0,Named from nearby crater.
173,152,181,160,1.0,"Johann Jakob; Swiss mathematician, physician (1825-1898)."
141,60,149,68,1.0,Named from nearby crater.
146,82,154,90,1.0,Named from nearby crater.
180,116,188,124,1.0,"Tadeusz; Polish astronomer, mathematician (1882-1954)."
375,84,383,92,1.0,Wilder Dwight; American chemist (1867-1953).
141,70,149,78,1.0,Named from nearby crater.
236,157,244,165,1.0,Daniel; French astronomer (1907-1965).
346,114,354,122,1.0,Named from nearby crater.
127,100,135,108,1.0,Named from nearby crater.
344,58,352,66,1.0,Named from nearby crater.
140,41,148,49,1.0,Named from nearby crater.
154,135,162,143,1.0,Named from nearby crater.
334,132,342,140,1.0,Named from nearby crater.
347,61,355,69,1.0,"Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732)."
139,115,147,123,1.0,Dominique Francois Jean; French astronomer (1786-1853).
127,90,135,98,1.0,Aratus of Soli; Greek astronomer (c. 310-240/239 B.C.).
332,152,340,160,1.0,Named from nearby crater.
368,135,376,143,1.0,Named from nearby crater.
377,81,385,89,1.0,"Greek physicist, mathematician (c. 287-212 B.C.)."
353,143,361,151,1.0,Named from nearby crater.
151,189,159,197,1.0,Within crater.
370,166,378,174,1.0,Within crater.
127,40,135,48,1.0,Greek mathematician (428-347 B.C. ?).
185,166,193,174,1.0,Edward Emerson; American astronomer (1857-1923).
370,109,378,117,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
135,187,143,195,1.0,Francesco; Italian mathematician (1537-1604).
167,159,175,167,1.0,Within crater.
176,120,184,128,1.0,Joseph; French mathematician (1809-1882).
273,164,281,172,1.0,"Daniel Moreau; American engineer, geologist (1860-1929)."
317,144,325,152,1.0,Named from nearby crater.
145,92,153,100,1.0,Named from nearby crater.
138,106,146,114,1.0,Named from nearby crater.
351,119,359,127,1.0,Named from nearby crater.
140,99,148,107,1.0,Named from nearby crater.
181,43,189,51,1.0,"Humboldt, Alexander von; German natural historian (1769-1859)."
316,89,324,97,1.0,Julius; German geophysicist (1899-1964).
354,49,362,57,1.0,Pierre; French hydrographer (1698-1758).
367,143,375,151,1.0,Named from nearby crater.
131,94,139,102,1.0,Named from nearby crater.
145,96,153,104,1.0,Named from nearby crater.
129,22,137,30,1.0,Isaac; British mathematician (1630-1677).
359,160,367,168,1.0,Named from nearby crater.
140,124,148,132,1.0,Named from nearby crater.
367,135,375,143,1.0,Aimé-Jacques-Alexandre; French botanist (1773-1858).
377,51,385,59,1.0,Named from nearby crater.
185,105,193,113,1.0,"""Sea of the Edge."""
144,96,152,104,1.0,Named from peak in Asia Minor (now Erciyas Dagi).
187,58,195,66,1.0,Lewis; American astronomer (1846-1912).
313,159,321,167,1.0,Named from nearby crater.
357,170,365,178,1.0,Named from nearby crater.
128,147,136,155,1.0,Friedrich Wilhelm August; German astronomer (1799-1875).
136,117,144,125,1.0,Philip III of Macedonia; chronologer (c. 358-317 B.C.).
360,169,368,177,1.0,"""Marsh of Epidemics."""
346,90,354,98,1.0,Greek astronomer (310-230 B.C. ?).
162,135,170,143,1.0,"""Sea of Fecundity."""
139,122,147,130,1.0,"Edwin Eugene, Jr. (""Buzz""); American astronaut (1930-Live)."
375,139,383,147,1.0,Irish male name.
136,52,144,60,1.0,"Greek astronomer, philosopher (383-322 B.C.)."
157,115,165,123,1.0,Within crater.
128,77,136,85,1.0,Named from nearby crater.
141,122,149,130,1.0,Neil Alden; American astronaut (1930-2012).
341,145,349,153,1.0,Named from nearby crater.
124,75,132,83,1.0,Greek astronomer (fl. c. 280 B.C.).
233,147,241,155,1.0,Franciszek; Polish astronomer (1789-1848). (Spelling changed from Armínski.)
286,220,294,228,1.0,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964)."
136,119,144,127,1.0,Named from nearby crater.
148,85,156,93,1.0,Named from nearby crater.
155,122,163,130,1.0,Named from nearby crater.
127,116,135,124,1.0,Named from nearby crater.
320,107,328,115,1.0,Named from nearby crater.
133,66,141,74,1.0,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
349,85,357,93,1.0,Named from nearby crater.
328,126,336,134,1.0,Named from nearby crater.
133,143,141,151,1.0,Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).
166,132,174,140,1.0,"Cristobal; Portuguese doctor, natural historian (1515-1580)."
353,181,361,189,1.0,Paul; German astronomer (1527-1581).
172,169,180,177,1.0,John Couch; British astronomer (1819-1892); Charles Hitchcock; American astronomer (1868-1951); Walter Sydney; American astronomer (1876-1956).
369,79,377,87,1.0,Karl; Austrian-American pathologist; Nobel laureate (1868-1943).
357,152,365,160,1.0,Agatharchides of Cnidos; Greek geographer (c. 116 B.C.).
131,118,139,126,1.0,Greek astronomer (unkn-fl. A.D. 92).
127,149,135,157,1.0,George Biddell; British astronomer (1801-1892).
352,158,360,166,1.0,"""Sea of Moisture."""
138,103,146,111,1.0,Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094).
126,139,134,147,1.0,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
342,84,350,92,1.0,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
246,147,254,155,1.0,Robert Grant; American astronomer (1864-1951).
357,95,365,103,1.0,Greek female name.
200,114,208,122,1.0,Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).
163,138,171,146,1.0,"Abū `Ali al-Hasan Ibn `Ali al-Marrakushi; Moroccan astronomer, mathematician (fl. c. A.D. 1281/1282)."
189,98,197,106,1.0,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048)."
356,80,364,88,1.0,Russian male name.
203,157,211,165,1.0,Harold Lee; American astronomer (1890-1964).
345,142,353,150,1.0,Jacques de; French mathematician (1602-1679).
149,28,157,36,1.0,Christoph; German astronomer (1650-1695).
170,110,178,118,1.0,"Schack August Steenberg; Danish zoologist, physiologist; Nobel laureate (1874-1949)."
314,203,322,211,1.0,Svante August; Swedish chemist; Nobel laureate (1859-1927).
341,84,349,92,1.0,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
253,193,261,201,1.0,Kurt; German organic chemist; Nobel laureate (1902-1958).
126,87,134,95,1.0,Named from nearby mountain (Mons Hadley).
125,159,133,167,1.0,"Bianchini, Giovanni; Italian astronomer (unkn-fl. 1458)."
197,87,205,95,1.0,Nikolaj N.; Soviet rocket scientist (1906-1965).
157,131,165,139,1.0,Guillaume; French physicist (1663-1705).
227,156,235,164,1.0,Aleksandr Aleksandrovich; Soviet physicist (1901-1952).
183,244,191,252,1.0,Roald Engelbregt Gravning; Norwegian explorer (1872-1928).
343,28,351,36,1.0,Greek astronomer (c. 611-547 B.C.).
229,85,237,93,1.0,"""Sea of Muscovy."""
372,19,380,27,1.0,Greek astronomer (500-428 B.C.).
357,94,365,102,1.0,African male name.
348,20,356,28,1.0,Greek astronomer (585-528 B.C.).
278,182,286,190,1.0,William Alison; American astronaut (1933-Live).
148,145,156,153,1.0,"""Sea of Nectar."""
245,101,253,109,1.0,John August; American astronomer (1876-1959).
312,195,320,203,1.0,Leif Erland; American astronomer (1943-1979).
137,85,145,93,1.0,"""Sea of Serenity."""
132,138,140,146,1.0,Karel; Czechoslovakian astronomer (1884-1948).
185,126,193,134,1.0,"Smyth, William Henry; British astronomer (1788-1865)."
375,99,383,107,1.0,"Christian, Baron von; German philosopher (1679-1754)."
124,59,132,67,1.0,Named for terrestrial mountain in Alps.
350,81,358,89,1.0,Anders Jonas; Swedish physicist (1814-1874).
379,88,387,96,1.0,Hebrew female name.
373,153,381,161,1.0,William R.; British selenographer (1804-1881).
361,82,369,90,1.0,German female name.
154,88,162,96,1.0,Ambrosius Aurelius Theodosius; Roman writer (unkn-fl. c. 410).
180,142,188,150,1.0,St. Ansgar; German theologian (801-864).
159,113,167,121,1.0,Goryu; Japanese astronomer (1734-1799).
159,121,167,129,1.0,Jean-Baptiste Bourguignon; French cartographer (1697-1782).
256,222,264,230,1.0,Eugène Michael; Turkish-born French astronomer (1870-1944).
362,213,370,221,1.0,"Biancani, Giuseppe; Italian mathematician, astronomer (1566-1624)."
129,162,137,170,1.0,"Bienewitz, Peter; German mathematician, astronomer (1495-1552)."
272,174,280,182,1.0,Named to honor Apollo missions.
196,193,204,201,1.0,Dimitrii Nikolaevich; Russian geographer (1843-1923).
345,114,353,122,1.0,Eduard; Austrian geologist (1831-1914).
167,117,175,125,1.0,Apollonius of Perga; Greek mathematician (c. 262-190 B.C.).
186,131,194,139,1.0,Richard Hawley; American astronomer (1859-1952).
236,71,244,79,1.0,Sir Edward Victor; British physicist; Nobel laureate (1892-1965).
353,84,361,92,1.0,Lev Andreevich; Soviet physicist (1909-1973).
365,55,373,63,1.0,"Latin for ""straight range."""
149,115,157,123,1.0,"Aryabhata I; Indian astronomer, mathematician (476-c.550)."
378,149,386,157,1.0,Al-Zarqālī; Spanish-Arabic astronomer (died 1100).
363,103,371,111,1.0,Named from terrestrial Carpathians.
142,202,150,210,1.0,Giuseppe Maria; Italian astronomer (1706-1776).
301,239,309,247,1.0,Joseph; American astronomer (1918-1980).
131,70,139,78,1.0,Named from terrestrial Caucasus Mountains.
136,102,144,110,1.0,Georg Friedrich Julius Arthur; German astronomer (1838-1915).
317,77,325,85,1.0,"Francis William; British chemist, physicist; Nobel laureate (1877-1945)."
131,89,139,97,1.0,Japanese male name.
155,57,163,65,1.0,Mythological Greek Titan.
335,109,343,117,1.0,"Galileo; Italian astronomer, physicist (1564-1642)."
165,132,173,140,1.0,"George; British mathematician, physicist (1746-1807)."
125,80,133,88,1.0,Autolycus of Pitane; Greek astronomer (fl. c. 310 B.C.).
190,118,198,126,1.0,"Alexander Dmitrievich; Russian rocketry scientist, inventor (1779-1837)."
169,109,177,117,1.0,"Adrien; French astronomer, physicist (1622-1691)."
181,125,189,133,1.0,Oswald Theodore; Canadian doctor (1877-1955).
356,157,364,165,1.0,Greek explorer (unkn-c. 120).
310,67,318,75,1.0,Abu Ali Al-Hussein Ibn Abdallah; Persian doctor (980-1037).
142,92,150,100,1.0,Félix Édouard Émile; French mathematician (1871-1956).
241,34,249,42,1.0,Amedeo (Conte Di Quarengna); Italian physicist (1776-1856).
133,155,141,163,1.0,"Al-Sufi, Abderrahman; Persian astronomer (903-986)."
344,50,352,58,1.0,Greek astronomer (unkn-c. 460 B.C.).
321,187,329,195,1.0,Wilhelm Heinrich Walter; American astronomer (1893-1960).
211,153,219,161,1.0,Georgii Nikolaevich; Soviet space scientist (1914-1971).
344,52,352,60,1.0,Greek astronomer (unkn-c. 460 B.C.).
339,39,347,47,1.0,Charles; British mathematician (1792-1871).
190,118,198,126,1.0,"Harold Delos; American astronomer, physicist (1882-1968)."
156,128,164,136,1.0,Charles; French astronomer (1730-1817).
181,122,189,130,1.0,Ernst Emil Alexander; German physicist (1881-1959).
197,147,205,155,1.0,Jöns Oskar; Russian astronomer (1846-1916).
329,121,337,129,1.0,"Howelcke, Johann; Polish astronomer (1611-1687)."
137,196,145,204,1.0,"Bacon, Roger; British natural philosopher, optician (c. 1214-c. 1294)."
150,17,158,25,1.0,(Édouard) Benjamin; French astronomer (1848-1934).
358,159,366,167,1.0,Greek explorer (unkn-c. 120).
331,219,339,227,1.0,Jean Sylvain; French astronomer (1736-1793).
145,53,153,61,1.0,Francis; British astronomer (1774-1844).
358,158,366,166,1.0,Greek explorer (unkn-c. 120).
232,150,240,158,1.0,Aleksey Aleksandrovich; Soviet chemist (1898-1967).
320,96,328,104,1.0,Vasco Nuñez de; Spanish explorer (1475-1519).
129,113,137,121,1.0,Caius Julius; Spanish astronomer (fl. first century B.C.).
271,199,279,207,1.0,Fernand; French astronomer (1885-1964).
317,33,325,41,1.0,George; British mathematician (1815-1864).
127,107,135,115,1.0,Caius Julius; Spanish astronomer (fl. first century B.C.).
157,159,165,167,1.0,Jean Charles de; French astronomer (1733-1799).
148,98,156,106,1.0,Irvine Clifton; American physicist (1889-1972).
274,179,282,187,1.0,"Frank; American astronaut, engineer (1928-Live)."
225,107,233,115,1.0,Johann Rudolph; German chemist (c. 1603-1670).
305,159,313,167,1.0,Boris Borisovich; Russian physicist (1862-1916).
171,132,179,140,1.0,Max; German physicist (1882-1970).
143,97,151,105,1.0,Scandinavian male name.
200,119,208,127,1.0,Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).
131,110,139,118,1.0,Rudjer J.; Italian physicist (1711-1787).
372,158,380,166,1.0,Hans (Jan Lapprey); Dutch optician (unkn-1619).
125,89,133,97,1.0,African male name.
355,197,363,205,1.0,Johann; German astronomer (1572-1625).
185,71,193,79,1.0,Carlyle Smith; Canadian astronomer (1899-1979).
343,110,351,118,1.0,"Mayer, Simon; German astronomer (1573-1624)."
259,200,267,208,1.0,"Jagadis Chandra; Indian botanist, physicist (1858-1937)."
196,159,204,167,1.0,African male name.
144,149,152,157,1.0,Jean-Baptiste-Armand-Louis-Léonce Élie de; French geologist (1798-1874).
180,147,188,155,1.0,"Martin; German navigator, cartographer (1459-1507)."
346,110,354,118,1.0,"Mayer, Simon; German astronomer (1573-1624)."
373,85,381,93,1.0,Wilhelm; German astronomer (1797-1850).
144,100,152,108,1.0,Nikolai Nikolaevich; Russian chemist (1827-1911).
378,142,386,150,1.0,Spanish male name.
216,65,224,73,1.0,Antoine-Henri; French physicist; Nobel laureate (1852-1908).
197,161,205,169,1.0,Arab female name.
231,143,239,151,1.0,Martinus Willem; Dutch botanist (1851-1931).
282,161,290,169,1.0,Amil Kumar; Indian astronomer (1902-1961).
311,92,319,100,1.0,Alexander Graham; Scottish-American inventor (1847-1922).
350,191,358,199,1.0,"Johann Jakob; German geologist, mineralogist, seismologist (1788-1877)."
307,199,315,207,1.0,Sir James; British physicist (1891-1974).
262,210,270,218,1.0,Faddei Faddeevich; Russian explorer (1778-1852).
158,141,166,149,1.0,Joseph Rene; French explorer (1826-1853).
134,161,142,169,1.0,"Pontano, Giovanni Gioviani; Italian astronomer (1427-1503)."
288,148,296,156,1.0,Aristarch Apollonovich; Russian astronomer (1854-1934).
188,36,196,44,1.0,Igor V.; Soviet astronomer (1904-1949).
134,162,142,170,1.0,"Pontano, Giovanni Gioviani; Italian astronomer (1427-1503)."
225,91,233,99,1.0,Pavel Ivanovich; Soviet cosmonaut (1925-1970).
224,117,232,125,1.0,"Francis Gano; American chemist, physiologist (1870-1957)."
221,114,229,122,1.0,"Torbern Olof; Swedish chemist, mineralogist, astronomer (1735-1784)."
249,150,257,158,1.0,Carl Östen Emanuel; Swedish astronomer (1873-1948).
135,164,143,172,1.0,"Pontano, Giovanni Gioviani; Italian astronomer (1427-1503)."
305,88,313,96,1.0,Lloyd Viel; American geophysicist (1905-1967).
263,213,271,221,1.0,"Hendrik Petrus; Dutch geophysicist, meteorologist (1896-1968)."
129,180,137,188,1.0,"Johann; German astronomer, mathematician (1452-1531)."
